,Address,Type,Name
2752,DELIGHT CLINIC ,Hospitals/Healthcare,"Delight Hair Transplant & Cosmetic Surgery Clinic
B-248, Supermart-1 Gurgaon, Haryana
122002 India "
2753,Akss Medi Aesthenic and cosmetic clinic ,Hospitals/Healthcare,"House NO: 538 (Basement), sector 33 B, Chandigarh 160020."
2754,Motherhood Fertility Centre ,Hospitals/Healthcare,"Plot No:38/225, At St Anns School, 
Madhinaguda, Hyderabad - 500049."
2755,Dr Lalitha Urology and Urogynecology Centre ,Hospitals/Healthcare,"Axis Bank Lane, 
Opp. Audi Car Show Room,
Road No. 12, Banjara Hills,
Hyderabad - 500034"
2756,S AND S PHARMA AND FOOD DISTRIBUTORS ,Hospitals/Healthcare,"NO 27-10TH A CROSS KANAKANAGER RT NAGEAR 
POST"
2757,Hosppi ,Hospitals/Healthcare,"Plot No. 34, Malani colony,
New Bowenpally,
Secunderabad-500 011,
Telangana, India.
"
2758,Salt Cave Asia ,Hospitals/Healthcare,"Salt Cave Asia, A-2, Liberty Society, 
Opp. Lane 5 North Main Road, Koregaon 
Park, Pune - 411001"
2759,Sanjiwani Health Centre ,Hospitals/Healthcare,"kidwai Nagar, Gurudwara Singh Sabha Road,
Near C.M.C. Hospital, Cheema Chowk,
"
2760,Archanna Diagnostics ,Hospitals/Healthcare,"No.56, k h road"
2761,MedMonks ,Hospitals/Healthcare,"168, Lower Ground Floor, Site 1, New Rajinder Nagar, New Delhi â€“ 110060
"
2762,OXY99 ,Hospitals/Healthcare,"Udyog Vihar,Phase-
4,Gurgaon,122001,Haryana,India.
"
2763,Varenya Healthcare Pvt Ltd ,Hospitals/Healthcare,"Varenya Healthcare Pvt Ltd
#201, Vaibhav Enclave,
Arunodaya Colony, Madhapur,
Hyderabad,Telangana, India-500081."
2764,Auston Gym n Spa ,Hospitals/Healthcare,"Auston Gym
Near North Country Mall,
Opposite Gulmohar Complex,
NH-21 
Kharar-Chandigarh Highway,
Mohali"
2765,lordshomoeopathic ,Hospitals/Healthcare,"C-106/5, Naraina Industrial Area Phase-1, New Delhi-110028."
2766,Best Hair Transplant Delhi India ,Hospitals/Healthcare,"13 Palam Marg, Vasant Vihar, New Delhi"
2767,NUHospitals ,Hospitals/Healthcare,"C.A. 6, 15th Main, 11th Cross,
Padmanabhanagar,
Bangalore â€“ 560 070
Karnataka,
India."
2768,IVF center jalandhar ,Hospitals/Healthcare,"77 Main Road Dakoha, Jalandhar, india"
2769,drvaidyas Aryurvedic Clinic ,Hospitals/Healthcare,"F/15, 6th Floor, Commerce Center, near A/C Market, 78,
Tardeo Road, Mumbai Central"
2770,Medispa Laser and Cosmetic surgery center ,Hospitals/Healthcare,"D145, Opp. Inox, Behind Power House, Amrapali Marg,
Vaishali Nagar,"
2771,3 Senses ENT Clinic ,Hospitals/Healthcare,"3 Senses ENT Clinic1293, Near Ajanta 
Public School, Near main HUDA Market, 
Sector- 31, Gurgaon"
2772,anoosmadinaguda ,Hospitals/Healthcare,"3rd Floor, Balaji Empire, Madinaguda, 
Hyderabad - 500050, Opposite My Home 
Jewels"
2773,American Oncology ,Hospitals/Healthcare," 1-100/1/CCH,
Near Aparna Sarovar,
Nallagandla, Serilingampally,
Hyderabad,
Telangana 530019
"
2774,Skin and Lasers Treatment Delhi ,Hospitals/Healthcare,"13,Palam Marg, Vasant Vihar"
2775,Shreeayurveda ,Hospitals/Healthcare,"

Sr.No.43,
Pathare Thube Nagar,
Behind Balaji Hospital,
Nagar Road, Bypass Chowk, Chandannagar,
Pune â€“ 411014
020-65303430 
"
2776,Dentem Center ,Hospitals/Healthcare,"F-4/4, VASANT VIHAR, NEW DELHI-110057"
2777,karmayo Namasthyatha ,Hospitals/Healthcare,"Karmayo Namasthyatha Centre for Ayurveda & Healing, Near HDFC Bank, Chogam Rd, Saligao, Bardez, Goa - 403511"
2778,Metro Hospital ,Hospitals/Healthcare,"(Cardiology Wing): X - 1, Sector - 12, Noida - 201 301"
2779, Swayum Yoga Classes Vile Parle ,Hospitals/Healthcare,"B - 6, M.L.Spaces
Opp. McDonalds&
Jain Temple,
D.J.Road,
Vile Parle (W),"
2780,Acupressure Lucknow ,Hospitals/Healthcare,"896, Guru Charan Lal Road,
Near Usha (H.P.) Gas Agency
Sadar Bazar, Lucknow-226002
"
2781,Bhandari Hospital and research centre jaipur ,Hospitals/Healthcare,"138-A, Vasundhara Colony, Gopalpura 
Bypass Tonk Road, Jaipur"
2782,Vibra Clinic ,Hospitals/Healthcare,"Residency Road
Near PC Jewellers
Udaipur-313001
Rajasthan - India"
2783,enriche ,Hospitals/Healthcare,"2C, 202, Damodar Park, LBS Road, 
Ghatkopar West, Mumbai - 400086"
2784,Thermi Treatment ,Hospitals/Healthcare,"13A PALAM MARG, VASANT VIHAR, NEW DELHI-110057, INDIA"
2785,Sopanam Welcare Centre ,Hospitals/Healthcare,"Sopanam Multispeciality Ayurvedic 
Hospital
Mukundapuram Temple Road , 
Nadavarambu, Irinjalakkuda, 
Thrissur - 680661 
Kerala, India"
2786,Gaudium IVF Centre ,Hospitals/Healthcare,"A - 41 Major Deepak Tyagi Marg, Chander Nagar, Janakpuri West Metro Station, Janakpuri, New Delhi, Delhi 1100588"
2787,ZOZZ HEALTHCARE PVT LTD ,Hospitals/Healthcare,"8-295/E8-A1, Banjara Hills, Road 
No: 12
Lane beside Rado Showroom, 
Hyderabad,500034"
2788,Ludhiana Dental Centre ,Hospitals/Healthcare,"1-F, Shaheed Bhagat Singh Nagar, Pakhowal Road
"
2789,Great Traditional Herbalist Healerb 0795802239  ,Hospitals/Healthcare,61 Human Street Krugersdorp
2790,royalhealthcare ,Hospitals/Healthcare," C-24 Peeyush Marg, Bapu Nagar Jaipur,
Rajasthan-302015"
2791,Aesthetics Medispa Pune ,Hospitals/Healthcare,"2, Sneh Riviera, Next to Model 
Colony Lake, 
Off FC Road or Lakaki Road"
2792,Step up Height Increaser ,Hospitals/Healthcare,"SCO 172, Sector 29, Gurgaon,Haryana - 122002, India
"
2793,The Spiritual Healing Center ,Hospitals/Healthcare," 5C, New Colony, Post Box â€“ 15"
2794,Dhanwantri Kerala Ayurved ,Hospitals/Healthcare,"shubham centre, b-wing, chakala, 
andheri (E) "
2795,Double Stemcells ,Hospitals/Healthcare,"5/11 Amer complex second floor
in fornt of PNB Bankmp nagar zone 2"
2796,spacastles ,Hospitals/Healthcare,"55,9,Jupiter Society Kandivali Village 
Near Rams Hotel Kandivali (East). "
2797,raju Mehandi Delhi ,Hospitals/Healthcare,"Craft Bazar, District Centre, Janak Puri Delhi-110059, India"
2798,Medicover Fertility ,Hospitals/Healthcare,"409, Time Tower, MG Road, Gurgaon, 
Haryana â€“ 122002"
2799,Harish Hospital ,Hospitals/Healthcare,"Plot No. 22, Sector No 3 C,
Shivaji Chowk, Nerul, 
Landmark: Near Rajiv Gandhi Bridge,
Navi Mumbai , Maharashtra 400706"
2800,Rapid Recovery Physio ,Hospitals/Healthcare,"Nandi Woods Campus, Survey No. 67/1 
& 67/2, Yelenahalli, Begur Hobli,
SOS Village Post, Off Bannerghatta 
Road, Bangalore - 560076"
2801,Clinic Nirvana ,Hospitals/Healthcare,"Clinic Nirvana, C 209 Nirvana Courtyard, Nirvana Country, South City 2"
2802,Adcetris in India ,Hospitals/Healthcare,"Flat No. 211, Bhaveshwar Complex, Vidya Vihar (West), Mumbai â€“ 400 086"
2803,Looks Studio Hair Transplant ,Hospitals/Healthcare,"#618, 6th Floor, Spot 18 mall, Near 
Jagtap Dairy Chowk & Shivar Garden, 
Pimple Saudagar"
2804,Dentist in Kanpur ,Hospitals/Healthcare,"Smile Ray Super-Speciality Dental 
Clinic
113/104 A, Krishna Apartment, 
Behind Madhuraj Nursing Home/Ratan 
Cancer Hospital,
(Near Motijheel Gate No.-1),Swaroop 
Nagar, Kanpur - 208002 "
2805,Shalby Hospital in ahmedabad ,Hospitals/Healthcare,"Opp. Karnavati Club, S G Road,"
2806,Lazoi Lifecare Pvt Ltd ,Hospitals/Healthcare,"BII/17, Mohan cooperative 
Industrial Estate, Mathura Road,
New Delhi - 110044,India
"
2807,imedilane ,Hospitals/Healthcare,"7A 3rd Floor, Sant Nagar, 
East of Kailash"
2808,gursharan hospital ,Hospitals/Healthcare,"GURSHARAN HOSPITAL,39-43 Shopping Complex , Tripuri Town, Patiala"
2809,Dr Adhilash sandyala ,Hospitals/Healthcare,"Dr. Abhilash Sandhyala
Kukatpally, Hyderabad-500072, 
Telangana, India"
2810,Medispa Hair Transplant Center ,Hospitals/Healthcare,"E44, Greater Kailash 2,
New Delhi"
2811,CFM  Call For Medicines ,Hospitals/Healthcare,south mumbai
2812,south India pest control pvt ltd ,Hospitals/Healthcare,"#247, Dargha Mohalla Main Road, 
Old Madras Road, Adjoining 
Masjid, near K.R.Puram hanging 
bridge,  Bangalore- 560 016."
2813,Ambulanceoncall ,Hospitals/Healthcare,"No 5,  54th street, 54th Lane, 11th 
Avenue, Ashok Nagar, Chennai â€“ 600083"
2814,3H Health Care Pvt Ltd ,Hospitals/Healthcare,"610, Pearl Best Height Netaji Subash 
Place, Pitampura
New Delhi"
2815,561Pharmacological Properties ,Hospitals/Healthcare,"406 Kalasagar Shopping Hub, Opp. Sai 
Temple, Near Satadhar Cross Road,
"
2816,Myra and Co ,Hospitals/Healthcare,"Indrapuram, Ghaziabad"
2817,Smart Medical Buyer ,Hospitals/Healthcare,"Eâ€“46/10, Okhla Industrial Area Phase 2, New Delhi, Delhi 110020"
2818,O2 Spa ,Hospitals/Healthcare,"3rd Floor, GVK One Mall, Road Number 
1,
Banjara Hills,
Hyderabad,
Telangana (AD)
500034"
2819,Allengers Medical Systems ,Hospitals/Healthcare,"S.C.O 212-213-214, Sector 34-A,
CHANDIGARH (U.T.) â€“ 160022, India"
2820,Telerad RxDx Whitefield ,Hospitals/Healthcare,"Multi-specialty Health Center 
Ground Floor, 
Plot No. 7G, Opp. Graphite India 
Whitefield,
 Bengaluru"
2821,Hospitilio ,Hospitals/Healthcare,"304, Brigade Rubix, HMT Main Road, Jalahalli"
2822,Punjab Opticals House ,Hospitals/Healthcare,"2285, Arya Samaj Road Karol Bagh, New 
Delhi
"
2823,DocMate ,Hospitals/Healthcare,"SCO 169-170, 2nd Floor, Sector 8-C, 
Chandigarh, 160009"
2824,KND Skin Clinics ,Hospitals/Healthcare,"KND Skin Clinics
Dehradun Chowk, Bajoria Road,
Saharanpur-247001 India"
2825,Central Lab ,Hospitals/Healthcare,"M-117, 118 Yeshwant Plaza, Indore "
2826,yoga health Solution ,Hospitals/Healthcare,"277 Kakarola, Dwarka, Sector 16 B, 

New Delhi 110078
"
2827,Usaesthetics ,Hospitals/Healthcare,"Opp. Sapphire Hotel Jagadhri, Yamuna 
Nagar"
2828,Surgeryxchange ,Hospitals/Healthcare,"No.132 Nehru Road , Girinagar ,
1st Phase ,"
2829,Dial medico ,Hospitals/Healthcare,"Gurgaon , India"
2830,Care India Company Bhopal ,Hospitals/Healthcare,"5/11 Amer Complex  Second Floor Mp 
Nagar Zone 2
mp nagar zone 2 bhopal mp"
2831,rajas Enterprises suppliers hospital equipments and fruniture ,Hospitals/Healthcare,"Nanhera Chowk, Nanhera, Post Office Kuldeep Nagar, Ambala-133004,(India)
"
2832,MTMC Mediinfo Pvt Ltd Medical Tourism Company india ,Hospitals/Healthcare,"Brigade Metropolis Arcade, Whitefield 
Main Road, Mahadevapura Post,"
2833,Shafa Home ,Hospitals/Healthcare,"130,pocket 1, sector 20
rohini"
2834,Energie Gym and Spa ,Hospitals/Healthcare,"C-57, 2nd Floor,
Preet Vihar, Delhi 110092
"
2835,Dr Bhavna Banga ,Hospitals/Healthcare,"N-110, Panchsheel Park, New Delhi"
2836,Dr Lipy Gupta ,Hospitals/Healthcare,"S-34A, Green Park, New Delhi"
2837,"Dr Hariom Sharma MBBS, MS ENT Specialist ",Hospitals/Healthcare,"Global Speciality Hospital, Behind Sita Manor Hotel "
2838,Smile Carve ,Hospitals/Healthcare,"Nandan Apartment, C-72 Sarojini Marg, C-scheme, Jaipur"
2839,EPV Ayurveda Kalari Kottayam ,Hospitals/Healthcare,"Temple Rd, Kaduthuruthy, kottayam, 
Kerala 686604"
2840,Partha Dental ,Hospitals/Healthcare,"rajeev nagar, opp HDFC bank, motinagar 
hyderabad"
2841,Dental360 ,Hospitals/Healthcare,"Tirumala Hills Apartments, Flat No. 
402,
Ravi Enclave, Opp: Aparna Towers,
Kondapur, Hyderabad"
2842,First Choice Hair Transplant Clinic ,Hospitals/Healthcare,"Basement, Mirchia Hospital (Behind Ragunath Mandir) Sector-15, Panchkula"
2843,Clinique Beaute Naturelle ,Hospitals/Healthcare,"Clinique Beaute Naturelle
SMC Medical centre,
Floorbelow Starbucks,Link Corner Mall,
Behind KFC,Linking Road ,Bandra West
Mumbai, "
2844,HairTransplantAsia ,Hospitals/Healthcare,"E-13, Block E, Defence Colony, New 
Delhi"
2845,alliance hospital ,Hospitals/Healthcare,"Tulinj, Atma Vallabh Society
Nallasopara (East) Dist. Thane"
2846,Shirish Bhagvat ,Hospitals/Healthcare,"4th floor, Bombay Mutual Terrace, Opp. Standard Chartered Bank, Opera House"
2847,Drugvilla ,Hospitals/Healthcare,"
DrugVilla is one of the best online 
pharmacy in India to buy prescribed 
medicines online and healthcare 
products online by outstanding 
customer service and support
"
2848,Medy Info Solutions ,Hospitals/Healthcare,"G-11 Aditya Plaza-2
Kaushambi
Ghaziabad-201010"
2849,Lilavati Hospital ,Hospitals/Healthcare,"A-791, Bandra Reclamation, Bandra (W), 
Mumbai - 400050. India"
2850,follicles ,Hospitals/Healthcare,"Plot No.32, Rao & Raju Colony, Road No.2, Banajara Hills, Hyderabad"
2851,HOTEL THE RESIDENCY ,Hospitals/Healthcare,"Sec-15,Naya Bans
Opp-Priya Gold
Noida
Dist-G.B.Nagar
Pin-201301"
2852,ALCS Hair Transplant and Cosmetic Clinic ,Hospitals/Healthcare,"Ground Floor, House No. 1, Shivaji 
Nagar, Civil Lines, Jaipur"
2853,greens ayurveda ,Hospitals/Healthcare,"Greens Ayurveda, 
Azhiyur, Calicut (Kozhicode) District,
Kerala. India- 673309."
2854,Johrei Business Solutions Pvt Ltd ,Hospitals/Healthcare,"30, Sri Rama Vilas
St.Thomas Mount
"
2855,Smile line Dental  And Implant Centre ,Hospitals/Healthcare,"#53A, DDA FlAts, Pocket 2, Sector 6 
Dwarka. Landmark: Near Main Market, 
Delhi 	110075"
2856,Philips Body Massage ,Hospitals/Healthcare,"60/C second floor, village, Safdajung 
enclave,, Humayunpur, Safdarjung 
Enclave, New Delhi"
2857,carewell clinical centre ,Hospitals/Healthcare,"RC Bishop House Rd, 
Kizhakkumpattukara, Thrissur, Kerala "
2858,Namami Health ,Hospitals/Healthcare,"Namami Purnagram
536A/1,Mulamkuzhy,Malayattoor,
Ernakulam,
683587,Kerala, India,"
2859,active for all ,Hospitals/Healthcare,"584,585,586 BHAGIRATHPURA, INDORE-
452003(M.P.)"
2860,NHT Hair Clinic ,Hospitals/Healthcare,"Vivek Khand, Manoj Pandey Crossing
Gomti Nagar, Lucknow"
2861,DEEP AYURVEDA HEALTH CARE ,Hospitals/Healthcare,"D-27, Industrial Area, Phase-1
Mohali, Punjab- 160055 ( India)"
2862,Rishikeshnath Yogshala ,Hospitals/Healthcare,"Hotel leisure palace, 
Mahananda Complex, Tapovan, 
Uttarakhand India 249192"
2863,Bridging Healthcare Technologies Pvt Ltd ,Hospitals/Healthcare,"SCO 169-170, 2nd Floor, Sector 8-C, Chandigarh 160009"
2864,Regenix Clinic ,Hospitals/Healthcare,"Above Bansal Sweets, Acharya 
Niketen, Mayur Vihar-1 
Delhi,Delhi,110091
 "
2865,Diabacures ,Hospitals/Healthcare,quite office no -8 sector 35 chandigarh
2866,PARAS BLISS ,Hospitals/Healthcare,"F â€“ 44 East of Kailash, New Delhi"
2867,addon Scans and Labs ,Hospitals/Healthcare,"No.5, MGR Complex,
Above Pizza Hut,
Near Wipro Corporate Office,
Sarjapur Road"
2868,Homoeo Clinic ,Hospitals/Healthcare,"861-A Barkat Nagar, Tonk Phatak"
2869,Martinet Consultants ,Hospitals/Healthcare,1 Greek road 
2870,TELERAD  RXDX HEALTH CARE PVT. LTD. ,Hospitals/Healthcare,"RMZ ECO-WORLD , UNIT-07 ,Ground Floor 
The Bay C-1, Wing 8A Sarjapur Marathalli Outer Ring Road
Bellandur "
2871,Namami ,Hospitals/Healthcare,"Namami Purnagram
536A/1,Mulamkuzhy,Malayattoor
Ernakulam
683587,Kerala, India,"
2872,iMedicalHub ,Hospitals/Healthcare," Plot No. 56, Sector 28, Gurgaon, 
Haryana"
2873,Care Buddy ,Hospitals/Healthcare,"B-3 Sector 2 
Noida "
2874,Skinology ,Hospitals/Healthcare,"J-12/25, 1st Floor, Rajouri Garden
New Delhi -110027, India"
2875,Steviocal ,Hospitals/Healthcare,"	Rigil Biotech Private Ltd.	
011 41641193
	P-97, IIIrd Floor, South 
Extension, Part-II,	
	New Delhi - 110 049	
"
2876,Herble Health World ,Hospitals/Healthcare,"Elctronics City GALI NUM-10, C 21"
2877,N B Laborartories Pvt Ltd ,Hospitals/Healthcare,"601, Omkar towers, Tikekar road, 
Dhantoli, Nagpur -441002"
2878,RG Stone Urology Kidney Stone Hospital ,Hospitals/Healthcare,"Block F, East of Kailash, New Delhi, 
Delhi 110065"
2879,32 Strong ,Hospitals/Healthcare,"D-138, 1st Floor, East of Kailash"
2880,Sofat Infertility Centre ,Hospitals/Healthcare,"9, College Road, Near Rose Garden
"
2881,MJ Dental Clinic ,Hospitals/Healthcare," C-225 Defence Colony, New Delhi â€“ 110024, India "
2882,Almas Ambulance Services ,Hospitals/Healthcare,"Vimhans hospital, No.1 Institutional 
area, Nehru nagar, New Delhi-65"
2883,Healthcheckup ,Hospitals/Healthcare,"Hi-Tech City, Hyderabad, India.
(040) 65551505
info@dotlabs.com"
2884,reviva IVF ,Hospitals/Healthcare,"SCO:56-57-58 First Floor, Sector-9 D, 
Madhya Marg Chandigarh"
2885,Skin Appeal ,Hospitals/Healthcare,"B-1/38 Central Market
Sector-50 Noida, U.P-201301"
2886,ayursukheebhavaclinic ,Hospitals/Healthcare,"MIG:190,Road No.1, Above KVB Bank, KPHB Colony, Hyderabad-72"
2887,Sehat Pvt Ltd ,Hospitals/Healthcare,"Jubilee Enclave,
Madhpur"
2888,Walia Laser Center Ludhiana ,Hospitals/Healthcare,Walia Hospital 33 B Sarabha Nagar 
2889,JAS Dental Clinic JP Nagar ,Hospitals/Healthcare,"24th main, 6th Phase,
Near Nadhini Hotel,
Opp. Krishna Sagar,
Above NANO Health Care
JP Nagar, Bangalore-560078."
2890,FitnessWorld ,Hospitals/Healthcare,"SCO 1& 2. 2nd & 3rd Floor
Sector 71, Mohali."
2891,girlsxp ,Hospitals/Healthcare,"Flat no.201, Jain Residency (Behind Jain temple),Â 
Plot no.5, Margadarshini colony,
Rasoolpura, Secunderabad,
Hyderabad
"
2892,asthma Allergy Centre Thrissur ,Hospitals/Healthcare,"Asthma Allergy Centre
Pipe Line Road, Mylipadam"
2893,Bizz Infocom ,Hospitals/Healthcare,"SCF-103 2nd floor, Phase 11"
2894,Doctors Ayurveda Kumarakom ,Hospitals/Healthcare,"Nazareth church road,
Kumarakom P.O., Kottayam,
Kerala, India. 686563"
2895,REVIVA ,Hospitals/Healthcare,"SCO:56-57-58 First Floor,
Sector-9 D, Madhya Marg
Chandigarh, INDIA
160009"
2896,skin Qure ,Hospitals/Healthcare,"165, J Block, Saket, J Block 
Central Market, New 

Delhi, Delhi 110017
"
2897,bethesda home for aged trust ,Hospitals/Healthcare,"No. 19 & 20 Mummy Daddy Residential
Layout, Jangalpalya, Bannerghatta 
Road, Bangalore - 83"
2898,ApnaCare India Pvt Ltd ,Hospitals/Healthcare,"1583, 13th Main Road, 20th Cross Road, B Block, Sahakara Nagar, Bengaluru, Karnataka 560092"
2899,Mangalam Dental Clinic ,Hospitals/Healthcare,"16, kirti square

above icici bank, subhanpura"
2900,MedisysKart ,Hospitals/Healthcare,"Medisyskart â€“ The Online Health Store
Building No. 143, MDC, Sector No. 5
Panchkula, Haryana - 134109, India"
2901,Athena HairNow Hair Transplant ,Hospitals/Healthcare,"SCF 31, 1st Floor, Inner Market, Sector 7C


"
2902,being divine yoga ,Hospitals/Healthcare,"Book your appoitment 200 hrs yoga 
teacher training in india for your 
secure life .and get certification 
in yogaalliance courses .and see 
our yoga workshop . 
"
2903,Rxpress ,Hospitals/Healthcare,"14th main 25th cross Banashankari 2nd 
stage"
2904,Indus Valley ,Hospitals/Healthcare,"1223, Ansal Tower, Nehru Place, New 
Delhi-110019, India"
2905,Status Aesthetic Clinique ,Hospitals/Healthcare,"17 and 27, Vardhaman Chambers, Plot 
no. 84, Next to HDFC Bank, Sector 17, 
Vashi, Navi Mumbai"
2906,Poona Hospital and Research Centre ,Hospitals/Healthcare,"Poona Hospital & Research Centre
27, Sadashiv Peth, Nr. Alka Talkies,"
2907,Dr Anita Sharma ,Hospitals/Healthcare,"146 , Sec 20 , Noida, UP-201301"
2908,Jaymed Technologies ,Hospitals/Healthcare,"Unit No 834, Tower B,
Spaze iTech Park, Sec 49,
Gurgaon (NCR), 122018
"
2909,Astra Ortho hospital ,Hospitals/Healthcare,"9, Radha Mohan Street, Sankaran 
Avenue, Velachery Bypass Road Chennai 
â€“ 42"
2910,Nirvana spa n wellness centre ,Hospitals/Healthcare,"M-71,FIRST FLOOR,NEXT TO KARIMS,M-
BLOCK MARKET,GK1"
2911,Rghc Gym in Ludhiana ,Hospitals/Healthcare,"Opposite Kvm School,Tagore 
Nagar,Corner Building, Civil Lines
"
2912,Spine And Neuro Surgery Hospital India ,Hospitals/Healthcare,Dr. Zakir Hussain Marg New Delhi 
2913,Wellintra Fitness ,Hospitals/Healthcare,"23, 1 st Floor, Heera Panna Mall, Oshiwara, Andheri West, Mumbai "
2914,medicine India ,Hospitals/Healthcare,"152, Kapadia Industrial Estate"
2915,Dental Cure and Care Centre ,Hospitals/Healthcare,"Dental Cure & Care Centre
 Shop no. 7, B-1, Central Market, 
above Gopala Sweets, behind Rail 
Nagar, Sector - 50, Noida (U.P) â€“ 
201301 India"
2916,rk hospital  ,Hospitals/Healthcare,"5-A Madhuban, Opposite RSEB"
2917,Aster Medcity Hospital ,Hospitals/Healthcare,"Kuttisahib Road, Near Cheranelloor 
Kothad Bridge, South Chittoor"
2918,Dr jangid homoeopathic clinic ,Hospitals/Healthcare,122/240 indrapath agarwal farm mansarovar Jaipur Rajasthan India 302020
2919,jeevaniyam ,Hospitals/Healthcare,"Pallathu Road,Thammanam,

Cochin,"
2920,Best knee surgeon in india ,Hospitals/Healthcare,"1,Tughlakabad Institutional Area,Mehrauli Badarpur Road, Near Saket Metro Station, New Delhi, Delhi 110062
"
2921,joint replacement surgery hospital india ,Hospitals/Healthcare,"1,Tughlakabad Institutional Area,Mehrauli Badarpur Road, Near Saket Metro Station, New Delhi, Delhi 110062
"
2922,Medical Coding Outsourcing ,Hospitals/Healthcare,"18420 Parkvalle Ave
Cerritos, CA 90703
Phone: (800)-253-7320
Fax:(888)-275-1128"
2923,Hair Transplant Asia ,Hospitals/Healthcare,"E-13, Defence Colony, New Delhi - 
110024"
2924,Crystal Artificial Eye Center in delhi ,Hospitals/Healthcare,"Shop No. 4, 2nd Floor
Ch. Balbir Singh Compex
Main Jwala Hari Market
Above Bata Showroom
Paschim Vihar, New Delhi - 110063"
